File: JornadaStudy_002_npp_precipitation_graduated_raingauge_monthly_data.csv       Last update: 03/13/2017        Updated by: John Anderson

Data set:  Monthly graduated rain gauge (GRG) precipitation at 15 NPP sites (LTER-II)
Project:   Monthly graduated rain gauge (GRG) precipitation at 15 NPP sites (LTER-II)


"NOTE: See history log, NPP_GRG.HIS."
      03/11/1998 Initial installation of GRG at P-COLL. Used G-BASN GRG before.
      04/03/1998 Initial installation of GRG at C-SAND. Used C-TERM GRG before.
      04/03/1998 Initial installation of GRG at T-EAST. Used T-WEST GRG before.

NOTE:  Data is collected primarily from graduated rain gauges.
"       However, when missing data would result otherwise, amounts"
       from the closest rain gauge are used in order to maintain
       as complete a data set as possible for that site.  The
       rain gauge used is identified with each rainfall record.


=====================
Variable description:
   date = month/day/year  Date data collected (mm/dd/yyyy)
      z = zone (C=creosotebush; G=grassland; M=mesquite dune; P=playa; T=tarbush)
"   site = CALI,GRAV,SUMM,UPTR; BASN,IBPE,SUMM; NORT,RABB,WELL; COLL,SMAL,TOBO; EAST,TAYL,WEST"
   p_mm = precipitation total since last date (.=missing value) (millimeters)
   p_in = precipitation total since last date (.=no value) (inches)
      f = data flag (.=no problem; C=record comment; E=estimated value; Q=questionable value; M=missing value (data lost)
   loc_gage = location of gage:
"                                cdrrc,past2"
"                                cdrrc,past10"
                                hyd-c-cali
                                hyd-g-ibpe
                                hyd-g-summ
                                ibp exclosure
"                                jer,past12A-bt"
"                                jer,past12A,ne exclosure"
"                                jer,past2S"
"                                jer,past4A"
                                npp-c-grav
                                npp-c-sand
                                npp-g-basn
                                npp-p-coll
                                npp-t-east
                                npp-t-tayl
                                npp-t-west
"                                past10,e-mountain-s (CDRRC pasture 10, E-Mountain-S)"
"                                rep-1, north exclosure"
"                                rep-1, south exclosure"
"                                rep-2, east exclosure"
                                upper-trailer
   id_gage = gauge identificaton
                                c-cali-hyd-grg
                                c-grav-npp-grg
                                c-sand-npp-grg
                                e-mountain-s-dsrg
                                g-basn-npp-grg
                                g-ibpe-hyd-grg
                                g-ibpe-hyd-tbrg
                                g-ibpe-npp-grg
                                g-summ-hyd-grg
                                g-summ-npp-grg
                                m-nort-npp-grg
                                m-well-npp-grg
                                neexc_dsrg
                                p-coll-npp-grg
                                p-smal-npp-grg
                                p-tobo-npp-grg
                                rabbit-dsrg
                                rabbit-wbrg
                                study262-grg
                                study312northflume
                                study312southflume
                                t-tayl-npp-grg
                                t-west-npp-grg
                                upper-trailer-grg
                                vine mesq playa-dsrg
                                wbrg#18
                                wbrg-#50
                                wbrg-#51
                                wbrg-#52
                                wbrg-#53
                                west well-wbrg
   type = grg (graduaged rain gauge)
          dsrg (dipstick rain gauge = standard can rain gauge)
          tbrg (tipping bucket rain gauge)
          wbrg (Belfort weigh bucket rain gauge)
     gu = measurement unit of rain gauge (in=inches; mm=millimeter)
   ownr = owner of rain gauge
          cdrrc (NMSU Chihuahuan Desert Rangeland Research Center)
          lter (Jornada LTER)
          usda (USDA Jornada Experimental Range)
comment = comment (maximum of 50 characters)
========== End Variable Description ==========

date,z,site,p_mm,p_in,f,loc_gage,id_gage,type,gu,ownr,comment
01/03/1989,C,GRAV,2.540,0.10,H,"past10,e-mountain-s",e-mountain-s-dsrg,dsrg,in,cdrrc,See history file for gauge explanation.
01/03/1989,P,SMAL,2.540,0.10,H,"cdrrc,past2",vine mesq playa-dsrg,dsrg,in,cdrrc,See history file for gauge description
01/04/1989,C,SAND,2.794,0.11,H,upper-trailer,upper-trailer-grg,grg,in,lter,See history file for gauge description
01/04/1989,G,IBPE,0.762,0.03,H,ibp exclosure,wbrg#18,wbrg,in,usda,See history file for gauge description
01/04/1989,M,NORT,0.000,0.00,H,"jer,past4A",rabbit-wbrg-#116,wbrg,in,usda,See history file for gauge description
01/04/1989,M,RABB,0.000,0.00,H,"jer,past4A",rabbit-wbrg-#116,wbrg,in,usda,See history file for gauge description
01/04/1989,M,WELL,1.778,0.07,H,"jer,past2S",west well-wbrg,wbrg,in,usda,See history file for gauge description
01/04/1989,T,EAST,2.032,0.08,H,"rep-1, south exclosure",wbrg-#53,wbrg,in,usda,See history file for gauge description
01/04/1989,T,TAYL,1.778,0.07,H,"rep-2, east exclosure",wbrg-#50,wbrg,in,usda,See history file for gauge description
01/04/1989,T,WEST,2.032,0.08,H,"rep-1, south exclosure",wbrg-#53,wbrg,in,usda,See history file for gauge description
